id,word,stem,pos,tags,sep_form
616,бубадин,буба,n,"gen",бубади-н
617,аламатрикай,аламат,n,"pl,sub,elative",аламат-ри-к-ай
618,хабар,хабар,n,"abs",хабар
619,авач,ава,cop,"neg",ава-ч
620,Ада,а,prn,"sg,erg",ада
621,чи,чун,prn,"gen",чи
622,баде,баде,n,"abs",баде
623,исятда,исятда,adv,"",исятда
624,цӀал,цӀай,n,"super,essive",цӀа-л
625,аватай,ават,verb,"aor,ptp",ават-ай
626,мум,мум,n,"abs",мум
627,хьиз,хьиз,conj,"",хьиз
628,хъуьтуьл,хъуьтуьл,adj,"",хъуьтуьл
629,ийида,ийи,verb,"fut",ийи-да
630,Ибур,и,prn,"pl,abs",ибур
631,вири,вири,prn,"",вири
632,ваз,вун,prn,"dat",ва-з
633,ва,ва,conj,"",ва
634,эвленмиш,эвленмиш,verb,"per",эвленмиш
635,хьанвай,хьа,verb,"prf,ptp",хьа-нва-й
636,жегьилриз,жегьил,n,"pl,dat",жегьил-ри-з
637,мубаракар,мубарак,n,"pl,abs",мубарак-ар
638,ийиз,ийи,verb,"inf",ийи-з
639,атанвай,ата,verb,"prf,ptp",ата-нва-й
640,инсанар,инсан,n,"pl,abs",инсан-ар
641,я,я,cop,"imperf",я
642,Ибуруз,и,prn,"pl,dat",ибуру-з
643,гьуьрмет,гьуьрмет,n,"abs",гьуьрмет
644,ая,ая,verb,"imper",ая
645,Вуна,вун,prn,"erg",вуна
646,лугьузвайвал,лугьу,verb,"imperf,ptp,man",лугьу-зва-й-вал
647,дуьз,дуьз,adj,"",дуьз
648,я,я,cop,"imperf",я
649,Рагьим,Рагьим,n,"abs",Рагьим
650,халу,халу,n,"abs",халу
651,Амма,амма,conj,"",амма
652,зун,зун,prn,"",зун
653,Вариса,Варис,n,"erg",Варис-а
654,бегьем,бегьем,adv,"",бегьем
655,алдатмишна,алдатмиш,verb,"aor",алдатмишна
656,Вуна,вун,prn,"erg",вуна
657,жегьилар,жегьил,n,"pl,abs",жегьил-ар
658,бейкеф,бейкеф,verb,"per",бейкеф
659,ийимир,ийи,verb,"prohib",ийи-мир
660,хтул,хтул,n,"abs",хтул
661,Абур,а,prn,"pl,abs",абур
662,чи,чун,prn,"gen",чи
663,умудар,умуд,n,"pl,abs",умуд-ар
664,чи,чун,prn,"gen",чи
665,гележег,гележег,n,"abs",гележег
666,я,я,cop,"imperf",я
667,Вун,вун,prn,"",вун
668,къенин,къенин,adj,"",къенин
669,межлисди,межлис,n,"erg",межлис-ди
670,перишан,перишан,adj,"",перишан
671,тавун,аву,verb,"neg,msd",т-аву-н
672,лазим,лазим,adj,"",лазим
673,я,я,cop,"imperf",я
674,аксина,аксина,adv,"",аксина
675,вун,вун,prn,"",вун
676,ада,а,prn,"sg,erg",ада
677,шад,шад,adj,"",шад
678,авуна,аву,verb,"aoc",аву-на
679,кӀанда,кӀан,verb,"fut",кӀан-да
680,Вилер,вил,n,"pl,abs",вил-ер
681,ахъайна,ахъай,verb,"aoc",ахъай-на
682,садра,садра,part,"",садра
683,килиг,килиг,verb,"imper",килиг
684,Аслана,Аслан,n,"erg",Аслан-а
685,ви,вун,prn,"gen",ви
686,кӀвализ,кӀвал,n,"dat",кӀвали-з
687,цуьк,цуьк,n,"abs",цуьк
688,хьтин,хьтин,part,"",хьтин
689,руш,руш,n,"abs",руш
690,свас,свас,n,"abs",свас
691,гъанва,гъа,verb,"prf",гъа-нва
692,Заз,зун,prn,"dat",за-з
693,аквазва,аква,verb,"imperf",аква-зва
694,Вуна,вун,prn,"erg",вуна
695,жувак,жув,prn,"sub,essive",жува-к
696,фикир,фикир,n,"abs",фикир
697,ая,ая,verb,"imper",ая
698,садра,садра,part,"",садра
699,Чи,чун,prn,"gen",чи
700,йикъара,йикъ,n,"pl,in,essive",йикъ-ар-а
701,хашперес,хашперес,adj,"",хашперес
702,руш,руш,n,"abs",руш
703,мусурман,мусурман,adj,"",мусурман
704,руш,руш,n,"abs",руш
705,лугьудай,лугьу,verb,"fut,ptp",лугьу-да-й
706,гафарихъ,гаф,n,"pl,post,essive",гаф-ари-хъ
707,гьич,гьич,part,"",гьич
708,са,са,num,"",са
709,метлебни,метлеб,n,"add",метлеб-ни
710,амач,ама,cop,"neg",ама-ч
711,Гьич,гьич,part,"",гьич
712,са,са,num,"",са
713,метлебни,метлеб,n,"add",метлеб-ни
714,Вилер,вил,n,"pl,abs",вил-ер
715,бегьем,бегьем,adv,"",бегьем
716,ахъа,ахъа,adj,"",ахъа
717,ая,ая,verb,"imper",ая
718,Вири,вири,prn,"",вири
719,инсанар,инсан,n,"pl,abs",инсан-ар
720,са,са,num,"",са
721,хизан,хизан,n,"abs",хизан
722,хьана,хьа,verb,"aor",хьа-на
723,чна,чун,prn,"erg",чна
724,цӀийи,цӀийи,adj,"",цӀийи
725,ва,ва,conj,"",ва
726,гуьзел,гуьзел,adj,"",гуьзел
727,уьмуьр,уьмуьр,n,"abs",уьмуьр
728,туькӀуьрзава,туькӀуьр,verb,"imperf",туькӀуьр-зава
729,Инсанар,инсан,n,"pl,abs",инсан-ар
730,лагь,лагь,verb,"imper",лагь
731,кван,кван,part,"",кван
732,за,зун,prn,"erg",за
733,дуьз,дуьз,adj,"",дуьз
734,лугьузвани,лугьу,verb,"imperf,inter",лугьу-зва-ни
735,авачни,ава,cop,"neg,inter",ава-ч-ни
736,Дуьз,дуьз,adj,"",дуьз
737,лугьузва,лугьу,verb,"imperf",лугьу-зва
738,Чун,чун,prn,"",чун
739,ваз,вун,prn,"dat",ва-з
740,икьрар,икьрар,n,"abs",икьрар
741,я,я,cop,"imperf",я
742,буба,буба,n,"abs",буба
743,Дуьз,дуьз,adj,"",дуьз
744,я,я,cop,"imperf",я
745,Дуьз,дуьз,adj,"",дуьз
746,я,я,cop,"imperf",я
747,буба,буба,n,"abs",буба
748,Квез,куьн,prn,"dat",кве-з
749,мубарак,мубарак,n,"abs",мубарак
750,мубарак,мубарак,n,"abs",мубарак
751,играми,играми,adj,"",играми
752,балаяр,бала,n,"pl,abs",бала-яр
753,Вазни,вун,prn,"dat,add",ва-з-ни
754,мубарак,мубарак,n,"abs",мубарак
755,хтул,хтул,n,"abs",хтул
756,мубарак,мубарак,n,"abs",мубарак
757,Бахтлу,бахтлу,adj,"",бахтлу
758,ужагъда,ужагъ,n,"in,essive",ужагъд-а
759,гьамиша,гьамиша,adv,"",гьамиша
760,эквер,экв,n,"pl,abs",экв-ер
761,гьамиша,гьамиша,adv,"",гьамиша
762,мехъер,мехъер,n,"abs",мехъер
763,хьуй,хьу,verb,"opt",хьу-й
764,Рагьиман,Рагьим,n,"gen",Рагьима-н
765,гуьгъуьнал,гуьгъуьнал,post,"",гуьгъуьнал
766,алаз,ала,cop,"cvb",ала-з
767,Асланазни,Аслан,n,"dat,add",Аслана-з-ни
768,Зинадиз,Зина,n,"dat",Зинади-з
769,Вариса,Варис,n,"erg",Варис-а
770,Алиди,Али,n,"erg",Али-ди
771,Мержана,мержан,n,"erg",мержан-а
772,Периди,Пери,n,"erg",Пери-ди
773,амай,ама,cop,"ptp",ама-й
774,рушарини,руш,n,"pl,erg,add",руш-ари-ни
775,гадайри,гада,n,"pl,erg",гада-йри
776,мехъер,мехъер,n,"abs",мехъер
777,мубарак,мубарак,n,"abs",мубарак
778,ийида,ийи,verb,"fut",ийи-да
779,Варис,Варис,n,"abs",Варис
780,Ажаян,Ажай,n,"gen",Ажая-н
781,мукьув,мукьув,post,"",мукьув
782,фида,фи,verb,"fut",фи-да
783,Вазни,вун,prn,"dat,add",ва-з-ни
784,мубарак,мубарак,n,"abs",мубарак
785,хьуй,хьу,verb,"opt",хьу-й
786,играми,играми,adj,"",играми
787,Ажай,Ажай,n,"abs",Ажай
788,Икьван,икьван,adv,"",икьван
789,элдиз,эл,n,"dat",элди-з
790,масан,масан,adj,"",масан
791,икьван,икьван,adv,"",икьван
792,хъсан,хъсан,adj,"",хъсан
793,инсан,инсан,n,"abs",инсан
794,Аслан,Аслан,n,"abs",Аслан
795,хвена,хве,verb,"aoc",хве-на
796,чӀехи,чӀехи,adj,"",чӀехи
797,авур,аву,verb,"aor,ptp",аву-р
798,адаз,а,prn,"sg,dat",ада-з
799,тербия,тербия,n,"abs",тербия
800,гайи,га,verb,"aor,ptp",га-йи
801,ваз,вун,prn,"dat",ва-з
802,баркалла,баркалла,intj,"",баркалла
803,Ажай,Ажай,n,"abs",Ажай
804,Гьурра,гьурра,intj,"",гьурра
805,Мубарак,мубарак,n,"abs",мубарак
806,Мубарак,мубарак,n,"abs",мубарак
807,Музыка,музыка,n,"abs",музыка
808,Перде,перде,n,"abs",перде
809,агал,агал,verb,"per",агал
810,жеда,же,verb,"fut",же-да
