id,word,predicted_stem,predicted_pos,predicted_tags,predicted_sep_form,unrecognized
426,ибарат,ибарат,adj,,ибарат,0
427,правление,,,,,1
428,хкяна,,,,,1
429,Делегатри,делегат,n,"pl,erg",делегат-ри,0
430,Садвал,,,,,1
431,гьерекатдин,гьерекат,n,gen,гьерекатди-н,0
432,Устав,,,,,1
433,Декларация,декларация,n,abs,декларация,0
434,Лезги,лезги,adj,,лезги,0
434,Лезги,лезги,n,abs,лезги,0
435,халкьдиз,халкь,n,dat,халкьди-з,0
436,ва,ва,conj,,ва,0
436,ва,вун,prn,"in,essive",в-а,0
437,Советрин,советрин,adj,,советрин,0
437,Советрин,совет,n,"pl,gen",совет-ри-н,0
438,Союздин,союз,n,gen,союзди-н,0
439,вири,вири,adv,,вири,0
439,вири,вири,n,abs,вири,0
439,вири,вири,prn,,вири,0
439,вири,вир,n,erg,вир-и,0
440,халкьариз,халкь,n,"pl,dat",халкь-ари-з,0
441,эвер,эвер,n,abs,эвер,0
441,эвер,эвер,verb,imper,эвер,0
441,эвер,эвер,verb,per,эвер,0
442,гун,гу,verb,per,гун,0
442,гун,гу,verb,hort,гу-н,0
442,гун,гу,verb,msd,гу-н,0
443,чи,чи,verb,,чи,0
443,чи,чун,prn,gen,чи,0
444,уьлкведа,уьлкве,n,"in,essive",уьлквед-а,0
445,халкьар,халкь,n,"pl,abs",халкь-ар,0
446,дуствилелди,дуствилелди,adv,,дуствилелди,0
447,яшамиш,,,,,1
448,хьунин,хьу,verb,"msd,gen",хьу-ни-н,0
449,лезги,лезги,adj,,лезги,0
449,лезги,лезги,n,abs,лезги,0
450,халкь,халкь,n,abs,халкь,0
450,халкь,халкь,verb,per,халкь,0
451,сад,сад,num,,сад,0
452,хъувунин,хъуву,verb,"msd,gen",хъуву-ни-н,0
453,ва,ва,conj,,ва,0
453,ва,вун,prn,"in,essive",в-а,0
454,адаз,а,prn,"sg,dat",ада-з,0
455,автономия,автономия,n,abs,автономия,0
456,гунин,гу,verb,"msd,gen",гу-ни-н,0
457,патахъай,пад,n,"post,elative",пата-хъ-ай,0
457,патахъай,патахъай,postp,,патахъай,0
458,къарар,къарар,n,abs,къарар,0
459,кьабулна,кьабул,verb,aor,кьабул-на,0
459,кьабулна,кьабул,verb,aoc,кьабул-на,0
460,И,и,prn,,и,0
461,къарар,къарар,n,abs,къарар,0
462,абуру,а,prn,"pl,erg",абуру,0
463,лазим,лазим,adj,,лазим,0
464,тир,я,cop,ptp,тир,0
464,тир,я,cop,pst,тир,0
464,тир,тир,adj,,тир,0
464,тир,тир,n,abs,тир,0
465,идарайрин,идара,n,"pl,gen",идара-йри-н,0
466,вилик,вилик,adj,,вилик,0
466,вилик,вилик,adv,,вилик,0
466,вилик,вилик,conj,,вилик,0
466,вилик,вилик,postp,,вилик,0
466,вилик,вилик,verb,per,вилик,0
466,вилик,вил,n,"sub,essive",вили-к,0
467,эцигдайвал,эциг,verb,"fut,ptp,man",эциг-да-й-вал,0
468,я,я,cop,imperf,я,0
468,я,я,part,,я,0
468,я,я,conj,,я,1
